Monthly payments
================
Month	Student		Car		Credit Card
1	350	50	400
2	350	50	400
3	350	50	400
4	350	50	400
5	350	50	400
6	350	50	400
7	350	50	400
8	350	50	400
9	350	50	400
10	350	50	400
11	350	50	400
12	350	50	400
13	350	50	400
14	350	50	400
15	350	50	400
16	350	50	400
17	350	50	400
18	350	50	400
19	350	50	400
20	401.826238427	50	348.173761573
21	575	50	175
22	575	50	175
23	575	50	175
24	575	50	175
25	575	50	175
26	575	50	175
27	575	50	175
28	575	50	175
29	575	50	175
30	575	50	175
31	575	50	175
32	575	50	175
33	575	50	175
34	575	50	175
35	575	50	175
36	575	50	175
37	575	50	175
38	575	50	175
39	575	50	175
40	575	50	175
41	575	50	175
42	575	50	175
43	575	50	175
44	575	50	175
45	575	50	175
46	575	50	175
47	575	100	125
48	575	100	125
49	575	100	125
50	575	100	125
51	575	100	125
52	575	100	125
53	575	100	125
54	575	100	125
55	575	100	125
56	575	100	125
57	575	100	125
58	575	100	125
59	575	100	125
60	575	100	125
61	575	100	125
62	575	100	125
63	575	100	125
64	575	100	125
65	575	100	125
66	575	100	125
67	575	100	125
68	575	100	125
69	575	100	125
70	575	100	125
71	575	100	125
72	375.476690871	299.523309129	125
73	350	325	125
74	350	325	125
75	350	325	125
76	350	325	125
77	350	325	125
78	350	325	125
79	350	325	125
80	350	325	125
81	350	325	125
82	350	325	125
83	350	325	125
84	350	325	125
85	350	325	125
86	350	325	125
87	350	325	125
88	350	325	125
89	350	325	125
90	382.114475604	292.885524396	125
91	575	100	125
92	575	100	125
93	575	100	125
94	575	100	125
95	575	100	125
96	575	100	125
97	575	100	125
98	575	100	125
99	575	100	125
100	575	100	125
101	575	100	125
102	575	100	125
103	575	100	125
104	575	100	125
105	575	100	125
106	575	100	125
107	575	100	125
108	575	100	125
109	575	100	125
110	575	100	125
111	575	100	125
112	575	100	125
113	575	100	125
114	350	325	125
115	575	100	125
116	575	100	125
117	575	100	125
118	575	100	125
119	575	100	125
120	575	100	125
121	575	100	125
122	575	100	125
123	575	100	125
124	575	100	125
125	575	100	125
126	575	100	125
127	575	100	125
128	575	100	125
129	575	100	125
130	575	100	125
131	575	100	125
132	575	100	125
133	575	100	125
134	575	100	125
135	575	100	125
136	575	100	125
137	575	100	125
138	575	100	125
139	575	100	125
140	575	100	125
141	575	100	125
142	575	100	125
143	575	100	125
144	575	100	125
145	575	100	125
146	575	100	125
147	575	100	125
148	575	100	125
149	575	100	125
150	575	100	125
151	575	100	125
152	575	100	125
153	575	100	125
154	575	100	125
155	575	100	125
156	575	100	125
157	575	100	125
158	575	100	125
159	575	100	125
160	575	100	125
161	575	100	125
162	575	100	125
163	575	100	125
164	575	100	125
165	575	100	125
166	575	100	125
167	575	100	125
168	575	100	125
169	575	100	125
170	575	100	125
171	575	100	125
172	575	100	125
173	350	325	125
174	575	100	125
175	575	100	125
176	575	100	125
177	575	100	125
178	575	100	125
179	575	100	125
180	575	100	125

Monthly interest
================
Month	Student		Car		Credit Card
1	224.0625	39.95	117.2
2	223.11796875	39.89975	114.372
3	222.166353516	39.84924875	111.51572
4	221.207601167	39.798494994	108.6308772
5	220.241658176	39.747487469	105.717185972
6	219.268470612	39.696224906	102.774357832
7	218.287984142	39.644706031	99.80210141
8	217.300144023	39.592929561	96.800122424
9	216.304895103	39.540894209	93.768123648
10	215.302181816	39.48859868	90.705804885
11	214.29194818	39.436041673	87.612862934
12	213.274137791	39.383221881	84.488991563
13	212.248693825	39.330137991	81.333881479
14	211.215559028	39.276788681	78.147220293
15	210.174675721	39.223172624	74.928692496
16	209.125985789	39.169288487	71.677979421
17	208.069430682	39.11513493	68.394759216
18	207.004951412	39.060710604	65.078706808
19	205.932488548	39.006014157	61.729493876
20	204.463285424	38.951044228	58.865051199
21	201.684260065	38.895799449	57.703701711
22	198.884392015	38.840278447	56.530738728
23	196.063524955	38.784479839	55.346046115
24	193.221501392	38.728402238	54.149506576
25	190.358162653	38.672044249	52.941001642
26	187.473348873	38.61540447	51.720411659
27	184.566898989	38.558481493	50.487615775
28	181.638650732	38.5012739	49.242491933
29	178.688440612	38.44378027	47.984916852
30	175.716103917	38.385999171	46.714766021
31	172.721474696	38.327929167	45.431913681
32	169.704385756	38.269568813	44.136232818
33	166.664668649	38.210916657	42.827595146
34	163.602153664	38.15197124	41.505871097
35	160.516669817	38.092731096	40.170929808
36	157.40804484	38.033194752	38.822639106
37	154.276105177	37.973360726	37.460865498
38	151.120675966	37.913227529	36.085474152
39	147.941581035	37.852793667	34.696328894
40	144.738642893	37.792057635	33.293292183
41	141.511682715	37.731017923	31.876225105
42	138.260520335	37.669673013	30.444987356
43	134.984974238	37.608021378	28.999437229
44	131.684861544	37.546061485	27.539431602
45	128.359998006	37.483791792	26.064825918
46	125.010197991	37.421210751	24.575474177
47	121.635274476	37.108316805	23.571228919
48	118.235039035	36.793858389	22.556941208
49	114.809301827	36.4778276811	21.5325106201
50	111.357871591	36.1602168192	20.4978357262
51	107.880555628	35.8410179033	19.4528140833
52	104.377159795	35.5202229934	18.3973422244
53	100.847488494	35.1978241085	17.3313156465
54	97.2913446576	34.8738132296	16.2546288036
55	93.7085297427	34.5481822957	15.1671750917
56	90.0988437158	34.2209232068	14.0688468428
57	86.4620850439	33.8920278229	12.9595353109
58	82.798050681	33.561487961	11.839130663
59	79.106536061	33.229295401	10.70752197
60	75.387335082	32.895441878	9.56459719
61	71.640240095	32.559919087	8.410243162
62	67.865041895	32.222718683	7.244345593
63	64.06152971	31.883832276	6.066789049
64	60.229491182	31.543251438	4.87745694
65	56.368712366	31.200967695	3.676231509
66	52.478977709	30.856972533	2.462993824
67	48.560070042	30.511257396	1.237623762
68	44.611770567	30.163813683	0
69	40.633858846	29.814632751	0
70	36.626112788	29.463705915	0
71	32.588308634	29.111024445	0
72	30.016645767	27.758963021	0
73	27.61677061	26.272757836	0
74	25.19889639	24.779121626	0
75	22.762888113	23.278017234	0
76	20.308609774	21.76940732	0
77	17.835924347	20.253254357	0
78	15.344693779	18.729520628	0
79	12.834778983	17.198168231	0
80	10.306039825	15.659159073	0
81	7.758335124	14.112454868	0
82	5.191522637	12.558017142	0
83	2.605459057	10.995807228	0
84	0	9.425786264	0
85	0	7.847915195	0
86	0	6.262154771	0
87	0	4.668465545	0
88	0	3.066807873	0
89	0	1.457141912	0
90	0	0	0
91	0	0	0
92	0	0	0
93	0	0	0
94	0	0	0
95	0	0	0
96	0	0	0
97	0	0	0
98	0	0	0
99	0	0	0
100	0	0	0
101	0	0	0
102	0	0	0
103	0	0	0
104	0	0	0
105	0	0	0
106	0	0	0
107	0	0	0
108	0	0	0
109	0	0	0
110	0	0	0
111	0	0	0
112	0	0	0
113	0	0	0
114	0	0	0
115	0	0	0
116	0	0	0
117	0	0	0
118	0	0	0
119	0	0	0
120	0	0	0
121	0	0	0
122	0	0	0
123	0	0	0
124	0	0	0
125	0	0	0
126	0	0	0
127	0	0	0
128	0	0	0
129	0	0	0
130	0	0	0
131	0	0	0
132	0	0	0
133	0	0	0
134	0	0	0
135	0	0	0
136	0	0	0
137	0	0	0
138	0	0	0
139	0	0	0
140	0	0	0
141	0	0	0
142	0	0	0
143	0	0	0
144	0	0	0
145	0	0	0
146	0	0	0
147	0	0	0
148	0	0	0
149	0	0	0
150	0	0	0
151	0	0	0
152	0	0	0
153	0	0	0
154	0	0	0
155	0	0	0
156	0	0	0
157	0	0	0
158	0	0	0
159	0	0	0
160	0	0	0
161	0	0	0
162	0	0	0
163	0	0	0
164	0	0	0
165	0	0	0
166	0	0	0
167	0	0	0
168	0	0	0
169	0	0	0
170	0	0	0
171	0	0	0
172	0	0	0
173	0	0	0
174	0	0	0
175	0	0	0
176	0	0	0
177	0	0	0
178	0	0	0
179	0	0	0
180	0	0	0

Monthly balances
================
Month	Student		Car		Credit Card
1	29875	7990	11720
2	29749.0625	7979.95	11437.2
3	29622.18046875	7969.84975	11151.572
4	29494.346822266	7959.69899875	10863.08772
5	29365.554423433	7949.497493744	10571.7185972
6	29235.796081608	7939.244981212	10277.435783172
7	29105.06455222	7928.941206119	9980.210141004
8	28973.352536362	7918.585912149	9680.012242414
9	28840.652680385	7908.17884171	9376.812364838
10	28706.957575488	7897.719735918	9070.580488486
11	28572.259757304	7887.208334598	8761.286293371
12	28436.551705484	7876.644376271	8448.899156305
13	28299.825843275	7866.027598152	8133.388147868
14	28162.074537099	7855.357736143	7814.722029347
15	28023.290096128	7844.634524824	7492.86924964
16	27883.464771849	7833.857697448	7167.797942136
17	27742.590757637	7823.026985935	6839.475921558
18	27600.66018832	7812.142120865	6507.870680773
19	27457.665139732	7801.202831469	6172.949387581
20	27261.771389853	7790.208845627	5886.505119884
21	26891.234675277	7779.159889855	5770.370171083
22	26517.918935341	7768.055689304	5653.073872794
23	26141.803327356	7756.89596775	5534.604611522
24	25762.866852312	7745.680447589	5414.950657637
25	25381.088353704	7734.408849827	5294.100164213
26	24996.446516357	7723.080894076	5172.041165855
27	24608.919865229	7711.696298547	5048.761577514
28	24218.486764219	7700.254780039	4924.249193289
29	23825.12541495	7688.75605394	4798.491685222
30	23428.813855562	7677.199834209	4671.476602074
31	23029.529959479	7665.58583338	4543.191368095
32	22627.251434175	7653.913762547	4413.623281776
33	22221.955819932	7642.18333136	4282.759514594
34	21813.620488581	7630.394248017	4150.58710974
35	21402.222642245	7618.546219257	4017.092980837
36	20987.739312062	7606.638950353	3882.263910645
37	20570.147356903	7594.672145105	3746.086549752
38	20149.423462079	7582.64550583	3608.547415249
39	19725.544138045	7570.55873336	3469.632889402
40	19298.48571908	7558.411527026	3329.329218296
41	18868.224361974	7546.203584661	3187.622510479
42	18434.736044688	7533.934602585	3044.498735584
43	17997.996565023	7521.604275598	2899.943722939
44	17557.981539261	7509.212296976	2753.943160169
45	17114.666400806	7496.758358461	2606.482591771
46	16668.026398812	7484.242150253	2457.547417688
47	16218.036596803	7421.663361004	2357.122891865
48	15764.671871279	7358.771677809	2255.694120784
49	15307.906910313	7295.565536198	2153.251061992
50	14847.716212141	7232.043363879	2049.783572612
51	14384.074083732	7168.203580699	1945.281408338
52	13916.95463936	7104.044598602	1839.734222421
53	13446.331799155	7039.564821595	1733.131564645
54	12972.179287649	6974.762645703	1625.462880292
55	12494.470632306	6909.636458932	1516.717509095
56	12013.179162048	6844.184641226	1406.884684186
57	11528.278005764	6778.405564432	1295.953531027
58	11039.740090807	6712.297592255	1183.913066338
59	10547.538141488	6645.859080216	1070.752197001
60	10051.644677549	6579.088375617	956.459718971
61	9552.032012631	6511.983817495	841.024316161
62	9048.672252725	6444.543736582	724.434559322
63	8541.537294621	6376.766455265	606.678904916
64	8030.598824331	6308.650287542	487.745693965
65	7515.828315513	6240.193538979	367.623150904
66	6997.197027879	6171.394506674	246.299382413
67	6474.676005588	6102.251479208	123.762376238
68	5948.23607563	6032.762736604	0
69	5417.847846198	5962.926550287	0
70	4883.481705044	5892.741183038	0
71	4345.107817832	5822.204888953	0
72	4002.219435594	5551.792604269	0
73	3682.236081361	5254.551567291	0
74	3359.852851971	4955.824325127	0
75	3035.051748361	4655.603446753	0
76	2707.814636474	4353.881463987	0
77	2378.123246247	4050.650871307	0
78	2045.959170594	3745.904125663	0
79	1711.303864374	3439.633646291	0
80	1374.138643357	3131.831814523	0
81	1034.444683182	2822.490973596	0
82	692.203018306	2511.603428464	0
83	347.394540943	2199.161445606	0
84	0	1885.157252834	0
85	0	1569.583039098	0
86	0	1252.430954294	0
87	0	933.693109065	0
88	0	613.36157461	0
89	0	291.428382483	0
90	0	0	0
91	0	0	0
92	0	0	0
93	0	0	0
94	0	0	0
95	0	0	0
96	0	0	0
97	0	0	0
98	0	0	0
99	0	0	0
100	0	0	0
101	0	0	0
102	0	0	0
103	0	0	0
104	0	0	0
105	0	0	0
106	0	0	0
107	0	0	0
108	0	0	0
109	0	0	0
110	0	0	0
111	0	0	0
112	0	0	0
113	0	0	0
114	0	0	0
115	0	0	0
116	0	0	0
117	0	0	0
118	0	0	0
119	0	0	0
120	0	0	0
121	0	0	0
122	0	0	0
123	0	0	0
124	0	0	0
125	0	0	0
126	0	0	0
127	0	0	0
128	0	0	0
129	0	0	0
130	0	0	0
131	0	0	0
132	0	0	0
133	0	0	0
134	0	0	0
135	0	0	0
136	0	0	0
137	0	0	0
138	0	0	0
139	0	0	0
140	0	0	0
141	0	0	0
142	0	0	0
143	0	0	0
144	0	0	0
145	0	0	0
146	0	0	0
147	0	0	0
148	0	0	0
149	0	0	0
150	0	0	0
151	0	0	0
152	0	0	0
153	0	0	0
154	0	0	0
155	0	0	0
156	0	0	0
157	0	0	0
158	0	0	0
159	0	0	0
160	0	0	0
161	0	0	0
162	0	0	0
163	0	0	0
164	0	0	0
165	0	0	0
166	0	0	0
167	0	0	0
168	0	0	0
169	0	0	0
170	0	0	0
171	0	0	0
172	0	0	0
173	0	0	0
174	0	0	0
175	0	0	0
176	0	0	0
177	0	0	0
178	0	0	0
179	0	0	0
180	0	0	0

Payoff months:
================
Student: 83
Car: 89
Credit Card: 67
